date,solar_eclipse_magnitude,gamma_solar_eclipse
2001-01-01,0,0
2001-02-01,0,0
2001-03-01,0,0
2001-04-01,0,0
2001-05-01,0,0
2001-06-01,1.0495,-0.5701
2001-07-01,0,0
2001-08-01,0,0
2001-09-01,0,0
2001-10-01,0,0
2001-11-01,0,0
2001-12-01,0.9681,0.4089
2002-01-01,0,0
2002-02-01,0,0
2002-03-01,0,0
2002-04-01,0,0
2002-05-01,0,0
2002-06-01,0.9962,0.1993
2002-07-01,0,0
2002-08-01,0,0
2002-09-01,0,0
2002-10-01,0,0
2002-11-01,0,0
2002-12-01,1.0244,-0.302
2003-01-01,0,0
2003-02-01,0,0
2003-03-01,0,0
2003-04-01,0,0
2003-05-01,0.9384,0.996
2003-06-01,0,0
2003-07-01,0,0
2003-08-01,0,0
2003-09-01,0,0
2003-10-01,0,0
2003-11-01,1.0379,-0.9638
2003-12-01,0,0
2004-01-01,0,0
2004-02-01,0,0
2004-03-01,0,0
2004-04-01,0.7367,-1.1335
2004-05-01,0,0
2004-06-01,0,0
2004-07-01,0,0
2004-08-01,0,0
2004-09-01,0,0
2004-10-01,0.9282,1.0348
2004-11-01,0,0
2004-12-01,0,0
2005-01-01,0,0
2005-02-01,0,0
2005-03-01,0,0
2005-04-01,1.0074,-0.3473
2005-05-01,0,0
2005-06-01,0,0
2005-07-01,0,0
2005-08-01,0,0
2005-09-01,0,0
2005-10-01,0.9576,0.3306
2005-11-01,0,0
2005-12-01,0,0
2006-01-01,0,0
2006-02-01,0,0
2006-03-01,1.0515,0.3843
2006-04-01,0,0
2006-05-01,0,0
2006-06-01,0,0
2006-07-01,0,0
2006-08-01,0,0
2006-09-01,0.9352,-0.4062
2006-10-01,0,0
2006-11-01,0,0
2006-12-01,0,0
2007-01-01,0,0
2007-02-01,0,0
2007-03-01,0.8756,1.0728
2007-04-01,0,0
2007-05-01,0,0
2007-06-01,0,0
2007-07-01,0,0
2007-08-01,0,0
2007-09-01,0.7507,-1.1255
2007-10-01,0,0
2007-11-01,0,0
2007-12-01,0,0
2008-01-01,0,0
2008-02-01,0.965,-0.957
2008-03-01,0,0
2008-04-01,0,0
2008-05-01,0,0
2008-06-01,0,0
2008-07-01,0,0
2008-08-01,1.0394,0.8307
2008-09-01,0,0
2008-10-01,0,0
2008-11-01,0,0
2008-12-01,0,0
2009-01-01,0.9282,-0.282
2009-02-01,0,0
2009-03-01,0,0
2009-04-01,0,0
2009-05-01,0,0
2009-06-01,0,0
2009-07-01,1.0799,0.0698
2009-08-01,0,0
2009-09-01,0,0
2009-10-01,0,0
2009-11-01,0,0
2009-12-01,0,0
2010-01-01,0.919,0.4002
2010-02-01,0,0
2010-03-01,0,0
2010-04-01,0,0
2010-05-01,0,0
2010-06-01,0,0
2010-07-01,1.058,-0.6788
2010-08-01,0,0
2010-09-01,0,0
2010-10-01,0,0
2010-11-01,0,0
2010-12-01,0,0
2011-01-01,0.8576,1.0627
2011-02-01,0,0
2011-03-01,0,0
2011-04-01,0,0
2011-05-01,0,0
2011-06-01,0.601,1.213
2011-07-01,0.0971,-1.4917
2011-08-01,0,0
2011-09-01,0,0
2011-10-01,0,0
2011-11-01,0.9047,-1.0536
2011-12-01,0,0
2012-01-01,0,0
2012-02-01,0,0
2012-03-01,0,0
2012-04-01,0,0
2012-05-01,0.9439,0.4828
2012-06-01,0,0
2012-07-01,0,0
2012-08-01,0,0
2012-09-01,0,0
2012-10-01,0,0
2012-11-01,1.05,-0.3719
2012-12-01,0,0
2013-01-01,0,0
2013-02-01,0,0
2013-03-01,0,0
2013-04-01,0,0
2013-05-01,0.9544,-0.2694
2013-06-01,0,0
2013-07-01,0,0
2013-08-01,0,0
2013-09-01,0,0
2013-10-01,0,0
2013-11-01,1.0159,0.3272
2013-12-01,0,0
2014-01-01,0,0
2014-02-01,0,0
2014-03-01,0,0
2014-04-01,0.9868,-1
2014-05-01,0,0
2014-06-01,0,0
2014-07-01,0,0
2014-08-01,0,0
2014-09-01,0,0
2014-10-01,0.8114,1.0908
2014-11-01,0,0
2014-12-01,0,0
2015-01-01,0,0
2015-02-01,0,0
2015-03-01,1.0445,0.9454
2015-04-01,0,0
2015-05-01,0,0
2015-06-01,0,0
2015-07-01,0,0
2015-08-01,0,0
2015-09-01,0.7875,-1.1004
2015-10-01,0,0
2015-11-01,0,0
2015-12-01,0,0
2016-01-01,0,0
2016-02-01,0,0
2016-03-01,1.045,0.2609
2016-04-01,0,0
2016-05-01,0,0
2016-06-01,0,0
2016-07-01,0,0
2016-08-01,0,0
2016-09-01,0.9736,-0.333
2016-10-01,0,0
2016-11-01,0,0
2016-12-01,0,0
2017-01-01,0,0
2017-02-01,0.9922,-0.4578
2017-03-01,0,0
2017-04-01,0,0
2017-05-01,0,0
2017-06-01,0,0
2017-07-01,0,0
2017-08-01,1.0306,0.4367
2017-09-01,0,0
2017-10-01,0,0
2017-11-01,0,0
2017-12-01,0,0
2018-01-01,0,0
2018-02-01,0.5991,-1.2116
2018-03-01,0,0
2018-04-01,0,0
2018-05-01,0,0
2018-06-01,0,0
2018-07-01,0.3365,-1.3542
2018-08-01,0.7368,1.1476
2018-09-01,0,0
2018-10-01,0,0
2018-11-01,0,0
2018-12-01,0,0
